,Input,Wav filename,flag value,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,Real Values,Predicted Values
10,11,11.wav,0,-2665.5942,-142.80444,-52.248833,8.671743,-9.11265,-5.301538,1.1423876,-0.8715647,-0.481,-2.7339914,-0.3878143,-0.4343353,-0.12907918,0.67869943,-0.17380847,0.18581815,0.102032065,-0.101563245,0.1126936,-0.39764288,1,0.0
11,12,13.wav,0,-2666.7856,-143.71764,-53.28705,8.173086,-9.459291,-4.85803,-0.4647523,-0.7479289,-1.0692767,-1.5398177,0.04462026,-0.124261655,-0.5821817,0.07277396,0.2680307,-1.1122767,-0.79642946,0.79117316,-0.16064584,1.1381454,1,0.0
12,13,17.wav,0,-2666.2354,-143.24825,-52.719097,8.429504,-9.267178,-4.4266667,0.8925909,-0.42731395,-0.20694335,-1.5297443,-1.0077697,-1.2169057,0.735196,2.1985826,-0.28569454,-0.37266466,-1.2169758,-0.1285525,0.028937291,0.23222099,1,0.0
13,14,3.wav,0,-2666.8953,-143.72578,-53.293785,8.181764,-9.479545,-5.4102187,0.9499084,-0.9404019,-1.2801105,-2.6749806,-0.08626769,0.16098502,-0.20328873,-0.14004244,-0.48063937,-0.25604567,0.68130195,0.67031753,0.1775836,-0.035915215,0,0.0
14,15,8.wav,0,-2666.7092,-143.60873,-53.145557,8.267047,-9.391349,-4.9465046,0.43115208,-0.8895325,-1.1380463,-1.5343744,0.86118853,1.3013707,1.9886826,-0.24849752,0.39111704,0.34642768,-0.03130565,-0.55147034,0.079216756,-0.04588188,1,0.0
15,16,16.wav,0,-2666.8464,-143.69545,-53.260387,8.185978,-9.452852,-4.017841,0.66803145,-0.86036456,-1.2948754,-2.3455079,0.27597275,0.16806172,-0.45710808,-0.2601068,-0.41762117,0.15851285,-1.1303613,-0.82395846,0.18020144,-0.44627103,1,0.0
16,17,9.wav,0,-2666.5864,-143.51128,-52.968025,8.394213,-9.278581,-5.2089963,0.52433616,-0.9871703,-0.93925524,-2.0651307,0.62758034,1.370573,1.9944117,0.676977,-0.24085173,1.1532066,-0.108999155,-0.17568702,0.2516689,-0.24077542,1,0.0
17,18,7.wav,0,-2666.3252,-143.26543,-52.634098,8.669838,-9.130146,-5.041115,0.38310915,-0.97427416,-0.6533689,-1.9308988,0.5998727,1.2965796,1.787204,0.6919848,-0.1485846,0.81577194,-0.246154,0.056917712,0.28647137,-0.0869857,1,0.0
18,19,1.wav,0,-2666.8975,-143.72392,-53.293854,8.173744,-9.466553,-4.0710635,0.6530733,-0.81743705,-1.2667253,-2.4234164,0.18676169,0.2313824,-1.1998119,-0.90602154,0.24822076,-0.039129797,-0.4726387,-0.38065383,0.28878143,-0.24559003,0,0.0
19,20,12.wav,0,-2665.6782,-142.81398,-51.993706,9.024335,-8.722849,-5.250227,1.0132569,-0.8844585,0.53663397,-2.659655,-0.3310197,-0.5471462,0.2775686,1.3282386,-0.17268082,0.54753584,-0.20675826,-0.23496741,0.13162716,-0.705142,1,0.0
20,21,11.wav,0,-2665.5942,-142.80446,-52.248817,8.671755,-9.112674,-5.3015327,1.1424478,-0.8719817,-0.48029357,-2.7348602,-0.38754597,-0.43418822,-0.12931985,0.6787777,-0.1732035,0.18568029,0.10152369,-0.101461776,0.11252189,-0.39834267,1,0.0
21,22,3.wav,0,-2666.8953,-143.72575,-53.29378,8.181762,-9.479554,-5.410212,0.9499167,-0.94042665,-1.2800997,-2.6749647,-0.08622421,0.16082926,-0.20309225,-0.14026342,-0.4805253,-0.25604862,0.6820206,0.6701532,0.17938502,-0.03638804,0,0.0
22,23,6.wav,0,-2666.9082,-143.72523,-53.294243,8.169223,-9.466359,-4.467086,0.36181325,-0.897227,-1.2528527,-1.778919,0.42932665,1.1022532,1.5815955,0.28882325,-0.77656686,-0.15259613,0.52068084,1.4444429,0.33264503,1.1898397,1,0.0
23,24,8.wav,0,-2666.7092,-143.60873,-53.145557,8.267047,-9.391349,-4.9465046,0.43115473,-0.88953817,-1.1380379,-1.5343884,0.861195,1.3013347,1.9884884,-0.24857286,0.39120093,0.3465621,-0.030951519,-0.5514545,0.07911238,-0.045700233,1,0.0
24,25,10.wav,0,-2666.6711,-143.59879,-53.16549,8.22918,-9.420914,-4.7775965,0.8724994,-0.8109881,-1.0695397,-2.335765,-0.14807719,-0.29224083,-0.49780914,0.1880904,-0.22827414,-0.029922986,-0.5161666,-0.3310399,0.21307804,-0.17322217,1,0.0
25,26,18.wav,0,-2666.8674,-143.71556,-53.285954,8.177252,-9.463932,-5.1777687,0.9058173,-0.78997386,-1.0474942,-1.5106925,0.0008401374,0.01058903,-1.1794052,-0.13477014,1.6610035,1.0948538,-0.029920278,0.1276963,-0.99180245,0.112300776,0,0.0
26,27,23.wav,0,-2665.9,-143.44412,-53.10407,8.226049,-9.413393,-5.1395926,0.9902978,-0.79711497,-1.0221094,-2.6219347,-0.48159295,-0.81576127,-0.8541215,0.30190387,-0.50325227,0.1336353,-0.30188978,-0.5253551,0.09509272,0.61839956,1,0.0
27,28,17.wav,0,-2666.2354,-143.24825,-52.719097,8.429513,-9.267198,-4.4266486,0.89260036,-0.4273088,-0.20685759,-1.5298095,-1.0076329,-1.2166581,0.73574203,2.1992397,-0.2857728,-0.37287804,-1.2165489,-0.12848853,0.030365778,0.23188493,1,0.0
28,29,1.wav,0,-2666.8975,-143.72392,-53.293854,8.173744,-9.466553,-4.0710635,0.653075,-0.8174542,-1.266698,-2.4234526,0.18674977,0.23139168,-1.1997045,-0.90601605,0.24826513,-0.039225586,-0.47269288,-0.38053286,0.28844345,-0.24543193,0,0.0
29,30,20.wav,0,-2666.8665,-143.71964,-53.290028,8.182993,-9.478453,-5.392611,0.8896563,-0.9427937,-1.3371093,-2.8709655,0.151211,-0.47696796,-0.16503042,-1.3888516,0.00618591,0.23294297,0.275711,-1.1522262,0.16655737,0.24837242,0,0.0
30,31,13.wav,0,-2666.7856,-143.71765,-53.287045,8.173087,-9.459293,-4.8580284,-0.46475786,-0.74790996,-1.0692992,-1.5397803,0.04476055,-0.12455206,-0.5821623,0.07239337,0.26816824,-1.1125034,-0.7967291,0.79124105,-0.16143845,1.1382056,1,0.0
31,32,5.wav,0,-2666.9001,-143.72679,-53.294804,8.183483,-9.484795,-5.503708,0.9922395,-1.0203116,-1.4079881,-3.1585367,-0.0025350607,0.38576397,-0.41910732,-0.5185425,-0.3676181,0.050777256,0.98176867,0.41323543,-0.024414005,-0.37889612,0,0.0
32,33,17.wav,0,-2666.2354,-143.24825,-52.7191,8.429513,-9.267197,-4.4266486,0.89260036,-0.4273088,-0.20685759,-1.5298095,-1.0076329,-1.2166581,0.7357421,2.19924,-0.2857728,-0.37287796,-1.2165476,-0.12849125,0.030408232,0.23186728,1,0.0
33,34,12.wav,0,-2665.678,-142.81398,-51.993706,9.024335,-8.722849,-5.2502265,1.0132569,-0.8844585,0.53663397,-2.659655,-0.33101884,-0.54715073,0.27753705,1.3282369,-0.17269759,0.5478999,-0.20618714,-0.23520915,0.1319253,-0.7049779,1,0.0
34,35,18.wav,0,-2666.8677,-143.71556,-53.285946,8.177252,-9.463932,-5.1777687,0.9058173,-0.78997386,-1.0474942,-1.5106925,0.0008439846,0.010578054,-1.1794058,-0.13477446,1.6609912,1.0948608,-0.02983978,0.12760474,-0.9908409,0.11199821,0,0.0
35,36,21.wav,0,-2666.7231,-143.7241,-53.289227,8.179666,-9.473691,-5.02706,0.85661095,-0.92243105,-1.2473032,-2.6523921,-0.23895861,-0.42749372,-0.66425633,0.076632164,-0.67147946,-0.5015489,0.018615386,0.29777995,-0.14646074,0.9849219,1,0.0
36,37,9.wav,0,-2666.5864,-143.51128,-52.96802,8.394213,-9.278582,-5.2089953,0.5243263,-0.98712665,-0.9393036,-2.065097,0.62758946,1.3705559,1.9944422,0.6769586,-0.24080415,1.1532949,-0.10869762,-0.17558476,0.25160787,-0.24067749,1,0.0
37,38,3.wav,0,-2666.8953,-143.72577,-53.29378,8.181762,-9.479555,-5.410211,0.94991463,-0.9404038,-1.2801362,-2.6749153,-0.08620691,0.16081873,-0.203093,-0.14028825,-0.48052412,-0.25612682,0.68175197,0.6703192,0.17870775,-0.03619094,0,0.0
38,39,9.wav,0,-2666.5864,-143.51128,-52.96802,8.394213,-9.278582,-5.2089953,0.5243263,-0.98712665,-0.9393036,-2.065097,0.62758946,1.3705559,1.9944422,0.6769586,-0.24080415,1.1532949,-0.10869762,-0.17558476,0.25160787,-0.24067749,1,0.0
39,40,9.wav,0,-2666.5864,-143.51128,-52.96802,8.394213,-9.278582,-5.2089953,0.5243263,-0.98712665,-0.9393036,-2.065097,0.62758946,1.3705559,1.9944422,0.6769586,-0.24080415,1.153295,-0.1086963,-0.17558636,0.25162303,-0.24068214,1,0.0
40,41,5.wav,0,-2666.9001,-143.72679,-53.294804,8.183483,-9.484795,-5.503708,0.9922395,-1.0203116,-1.4079881,-3.1585367,-0.0025350607,0.38576397,-0.41910732,-0.5185425,-0.3676181,0.050777763,0.9817731,0.4132305,-0.024370631,-0.37890851,0,0.0
41,42,7.wav,0,-2666.3252,-143.26543,-52.634098,8.669838,-9.130146,-5.041115,0.3831091,-0.9742738,-0.6533694,-1.9308984,0.59986615,1.2965761,1.78689,0.6919755,-0.14859621,0.81561404,-0.24677192,0.057177275,0.28581324,-0.08685026,1,0.0
42,43,23.wav,0,-2665.9,-143.44412,-53.10407,8.226049,-9.413393,-5.1395926,0.9902978,-0.79711497,-1.0221094,-2.6219347,-0.48159295,-0.81576127,-0.8541215,0.30190387,-0.50325227,0.1336316,-0.30192277,-0.52531683,0.09474005,0.61850387,1,0.0
43,44,14.wav,0,-2666.8674,-143.71556,-53.285954,8.177252,-9.463932,-5.1777687,0.9058173,-0.78997386,-1.0474942,-1.5106925,0.0008439846,0.010578054,-1.1794058,-0.1347745,1.660991,1.0948608,-0.029840145,0.12760527,-0.9908484,0.11200109,0,0.0
44,45,3.wav,0,-2666.8953,-143.72575,-53.29378,8.181762,-9.479554,-5.410212,0.94991463,-0.9404038,-1.2801362,-2.6749153,-0.08620691,0.16081873,-0.20309296,-0.14028822,-0.48052415,-0.2561258,0.68176085,0.67030853,0.17881359,-0.036224023,0,0.0
45,46,21.wav,0,-2666.7231,-143.7241,-53.289223,8.179665,-9.473691,-5.02706,0.85661095,-0.92243105,-1.2473032,-2.6523921,-0.23895861,-0.42749372,-0.66425633,0.0766322,-0.67147934,-0.5015487,0.018616607,0.29777846,-0.14644684,0.9849175,1,0.0
46,47,15.wav,0,-2666.8477,-143.70209,-53.265064,8.189836,-9.444029,-4.180541,0.86130166,-0.51728773,-0.6239787,-1.5241423,-0.44903642,-1.1552479,0.21751629,0.15244688,0.35966262,-1.2207743,-0.7115501,0.46430373,-0.12986654,0.6193251,1,0.0
47,48,2.wav,0,-2666.9038,-143.72676,-53.295193,8.177516,-9.477071,-5.4382253,0.9963061,-1.0087756,-1.42943,-2.2367945,0.49583018,0.5469803,0.22844256,-0.9706979,-0.47857985,-0.64741474,0.24096167,0.43169758,-0.3302638,-0.23881082,0,0.0
48,49,19.wav,0,-2666.8367,-143.7152,-53.29085,8.189456,-9.487345,-5.6359835,0.75264376,-0.96382505,-1.3702257,-3.6725478,-0.12730905,-0.765015,-0.09001564,-1.0776813,-0.39058524,-0.026400978,0.48089305,-0.89386463,0.3655117,0.07259373,0,0.0
49,50,19.wav,0,-2666.8367,-143.7152,-53.29085,8.189456,-9.487345,-5.6359835,0.75264376,-0.96382505,-1.3702257,-3.6725478,-0.12730905,-0.765015,-0.09001564,-1.0776813,-0.39058524,-0.026400978,0.48089305,-0.89386463,0.3655117,0.07259373,0,0.0
50,51,18.wav,0,-2666.8674,-143.71556,-53.285954,8.177252,-9.463932,-5.1777687,0.9058173,-0.78997386,-1.0474942,-1.5106925,0.0008439846,0.010578054,-1.1794058,-0.1347745,1.660991,1.0948608,-0.029840145,0.12760527,-0.9908484,0.11200109,0,0.0
51,52,14.wav,0,-2666.8674,-143.71556,-53.285954,8.177252,-9.463932,-5.1777687,0.9058173,-0.78997386,-1.0474942,-1.5106925,0.0008439846,0.010578054,-1.1794058,-0.1347745,1.660991,1.0948608,-0.029840145,0.12760527,-0.9908484,0.11200109,0,0.0
52,53,14.wav,0,-2666.8674,-143.71556,-53.285954,8.177252,-9.463932,-5.1777687,0.9058173,-0.78997386,-1.0474942,-1.5106925,0.0008439846,0.010578054,-1.1794058,-0.1347745,1.660991,1.0948608,-0.029840145,0.12760527,-0.9908484,0.11200109,0,0.0
53,54,14.wav,0,-2666.8674,-143.71556,-53.285954,8.177252,-9.463932,-5.1777687,0.9058173,-0.78997386,-1.0474942,-1.5106925,0.0008439846,0.010578054,-1.1794058,-0.1347745,1.660991,1.0948608,-0.029840145,0.12760527,-0.9908484,0.11200109,0,0.0
54,55,5.wav,0,-2666.9001,-143.72679,-53.294804,8.183483,-9.484795,-5.503708,0.9922395,-1.0203116,-1.4079881,-3.1585367,-0.0025350607,0.38576397,-0.41910732,-0.5185425,-0.3676181,0.050777767,0.9817731,0.41323048,-0.024370333,-0.3789086,0,0.0
55,56,8.wav,0,-2666.7092,-143.60873,-53.145557,8.267047,-9.391349,-4.9465046,0.43115476,-0.8895392,-1.1380358,-1.5343937,0.86116093,1.3013468,1.9884899,-0.24854101,0.391148,0.3465705,-0.03103669,-0.55141073,0.07895441,-0.045659285,1,0.0
56,57,20.wav,0,-2666.8665,-143.71964,-53.290028,8.182993,-9.478453,-5.392611,0.8896563,-0.9427937,-1.3371093,-2.8709655,0.151211,-0.47696796,-0.16503042,-1.3888516,0.00618591,0.23294315,0.27571252,-1.1522282,0.16657808,0.24836555,0,0.0
57,58,19.wav,0,-2666.8367,-143.7152,-53.29085,8.189456,-9.487345,-5.6359835,0.75264376,-0.96382505,-1.3702257,-3.6725478,-0.12730905,-0.765015,-0.09001564,-1.0776813,-0.39058524,-0.026400978,0.48089305,-0.89386463,0.3655117,0.07259373,0,0.0
58,59,1.wav,0,-2666.8975,-143.72392,-53.293854,8.173744,-9.466553,-4.0710635,0.653075,-0.8174542,-1.266698,-2.4234526,0.18674977,0.23139168,-1.1997045,-0.90601605,0.2482651,-0.0392253,-0.4726902,-0.38053614,0.2884765,-0.24544248,0,0.0
59,60,8.wav,0,-2666.7092,-143.60873,-53.145557,8.267047,-9.391349,-4.9465046,0.43115476,-0.8895392,-1.1380358,-1.5343937,0.86116093,1.3013468,1.9884899,-0.24854101,0.391148,0.3465705,-0.03103669,-0.55141073,0.07895441,-0.045659285,1,0.0
60,61,19.wav,0,-2666.8367,-143.7152,-53.29085,8.189456,-9.487345,-5.6359835,0.75264376,-0.96382505,-1.3702257,-3.6725478,-0.12730905,-0.765015,-0.09001564,-1.0776813,-0.39058524,-0.026400978,0.48089305,-0.89386463,0.3655117,0.07259373,0,0.0
61,62,12.wav,0,-2665.6782,-142.81398,-51.993706,9.024335,-8.722849,-5.250227,1.0132569,-0.8844585,0.53663397,-2.659655,-0.33101884,-0.54715073,0.27753708,1.3282368,-0.17269751,0.54789984,-0.20618667,-0.23520978,0.13193277,-0.7049803,1,0.0
62,63,2.wav,0,-2666.9038,-143.72676,-53.295193,8.177516,-9.477071,-5.4382253,0.9963061,-1.0087756,-1.42943,-2.2367945,0.49583018,0.5469803,0.22844256,-0.9706979,-0.47857985,-0.64741474,0.24096167,0.43169758,-0.3302638,-0.23881082,0,0.0
63,64,13.wav,0,-2666.7856,-143.71765,-53.287045,8.173087,-9.459293,-4.8580284,-0.46475786,-0.74790996,-1.0692992,-1.5397803,0.04476055,-0.12455206,-0.5821623,0.07239337,0.26816824,-1.112504,-0.7967344,0.7912475,-0.16149959,1.1382244,1,0.0
64,65,2.wav,0,-2666.9038,-143.72676,-53.295193,8.177516,-9.477071,-5.4382253,0.9963061,-1.0087756,-1.42943,-2.2367945,0.49583018,0.5469803,0.22844256,-0.9706979,-0.47857985,-0.64741474,0.24096167,0.43169758,-0.3302638,-0.23881082,0,0.0
65,66,2.wav,0,-2666.9038,-143.72676,-53.295193,8.177516,-9.477071,-5.4382253,0.9963061,-1.0087756,-1.42943,-2.2367945,0.49583018,0.5469803,0.22844256,-0.9706979,-0.47857985,-0.64741474,0.24096167,0.43169758,-0.3302638,-0.23881082,0,0.0
66,67,23.wav,0,-2665.9,-143.44412,-53.10407,8.226049,-9.413393,-5.1395926,0.9902978,-0.79711497,-1.0221094,-2.6219347,-0.48159295,-0.81576127,-0.8541215,0.30190387,-0.50325227,0.1336316,-0.30192277,-0.52531683,0.094740026,0.61850387,1,0.0
67,68,15.wav,0,-2666.8477,-143.70209,-53.265064,8.189836,-9.444029,-4.180541,0.86130166,-0.51728773,-0.6239787,-1.5241423,-0.44903642,-1.1552479,0.21751629,0.15244688,0.35966262,-1.2207743,-0.7115501,0.46430373,-0.12986654,0.6193251,1,0.0
68,69,5.wav,0,-2666.9001,-143.72679,-53.294804,8.183483,-9.484795,-5.503708,0.9922395,-1.0203116,-1.4079881,-3.1585367,-0.0025350607,0.38576397,-0.41910732,-0.5185425,-0.3676181,0.050777767,0.9817731,0.41323048,-0.024370333,-0.3789086,0,0.0
69,70,2.wav,0,-2666.9038,-143.72676,-53.295193,8.177516,-9.477071,-5.4382253,0.9963061,-1.0087756,-1.42943,-2.2367945,0.49583018,0.5469803,0.22844256,-0.9706979,-0.47857985,-0.64741474,0.24096167,0.43169758,-0.3302638,-0.23881082,0,0.0
70,71,4.wav,0,-2666.8625,-143.7159,-53.28782,8.18063,-9.468283,-4.788354,0.8597217,-0.82466274,-1.2011243,-2.376139,-0.020825423,-0.03954072,-0.80153334,-0.3092216,-0.11442995,-0.33995166,-0.3173547,-0.15531121,0.28285402,0.019021248,0,0.0
71,72,12.wav,0,-2665.6782,-142.81398,-51.993706,9.024335,-8.722849,-5.250227,1.0132569,-0.8844585,0.53663397,-2.659655,-0.33101884,-0.54715073,0.27753708,1.3282368,-0.17269751,0.54789984,-0.20618667,-0.23520978,0.13193277,-0.7049803,1,0.0
72,73,17.wav,0,-2666.2354,-143.24825,-52.719097,8.429513,-9.267198,-4.4266486,0.89260036,-0.4273088,-0.20685759,-1.5298095,-1.0076329,-1.2166581,0.73574203,2.1992397,-0.2857728,-0.37287676,-1.2165364,-0.12850453,0.030539736,0.23182611,1,0.0
73,74,2.wav,0,-2666.9038,-143.72676,-53.295193,8.177516,-9.477071,-5.4382253,0.9963061,-1.0087756,-1.42943,-2.2367945,0.49583018,0.5469803,0.22844256,-0.9706979,-0.47857985,-0.64741474,0.24096167,0.43169758,-0.3302638,-0.23881082,0,0.0
74,75,12.wav,0,-2665.6782,-142.81398,-51.993706,9.024335,-8.722849,-5.250227,1.0132569,-0.8844585,0.53663397,-2.659655,-0.33101884,-0.54715073,0.27753708,1.3282368,-0.17269751,0.54789984,-0.20618667,-0.23520978,0.13193277,-0.7049803,1,0.0
75,76,11.wav,0,-2665.5942,-142.80446,-52.248817,8.671755,-9.112674,-5.3015327,1.1424499,-0.8720043,-0.48025766,-2.7349083,-0.3875375,-0.4342348,-0.12929474,0.6787182,-0.17314203,0.18563846,0.10157359,-0.10146081,0.11239136,-0.39831573,1,0.0
76,77,2.wav,0,-2666.9038,-143.72676,-53.295193,8.177516,-9.477071,-5.4382253,0.9963061,-1.0087756,-1.42943,-2.2367945,0.49583018,0.5469803,0.22844256,-0.9706979,-0.47857985,-0.64741474,0.24096167,0.43169758,-0.3302638,-0.23881082,0,0.0
77,78,4.wav,0,-2666.8625,-143.7159,-53.28782,8.18063,-9.468283,-4.788354,0.8597217,-0.82466274,-1.2011243,-2.376139,-0.020825423,-0.03954072,-0.80153334,-0.3092216,-0.11442995,-0.33995166,-0.3173547,-0.15531121,0.28285402,0.019021248,0,0.0
78,79,6.wav,0,-2666.9082,-143.72523,-53.294243,8.169223,-9.466359,-4.467086,0.36181316,-0.89722496,-1.2528571,-1.7789093,0.429377,1.1022251,1.5815909,0.28875312,-0.77652305,-0.15249395,0.5209523,1.4443514,0.33227342,1.1899774,1,0.0
79,80,21.wav,0,-2666.7231,-143.7241,-53.289223,8.179665,-9.473691,-5.02706,0.85661095,-0.92243105,-1.2473032,-2.6523921,-0.23895861,-0.42749372,-0.66425633,0.0766322,-0.67147934,-0.5015487,0.018616607,0.29777846,-0.14644684,0.9849175,1,0.0
80,81,16.wav,0,-2666.8464,-143.69545,-53.260387,8.185978,-9.452852,-4.017841,0.66802436,-0.8603492,-1.2948786,-2.3455348,0.27596402,0.16800502,-0.45719567,-0.26019737,-0.41754308,0.15854083,-1.1303885,-0.82400906,0.18062948,-0.44627526,1,0.0
81,82,1.wav,0,-2666.8975,-143.72392,-53.293854,8.173744,-9.466553,-4.0710635,0.653075,-0.8174542,-1.266698,-2.4234526,0.18674977,0.23139168,-1.1997045,-0.90601605,0.2482651,-0.0392253,-0.4726902,-0.38053614,0.2884765,-0.24544248,0,0.0
82,83,4.wav,0,-2666.8625,-143.7159,-53.28782,8.18063,-9.468283,-4.788354,0.8597217,-0.82466274,-1.2011243,-2.376139,-0.020825423,-0.03954072,-0.80153334,-0.3092216,-0.11442995,-0.33995166,-0.3173547,-0.15531121,0.28285402,0.019021248,0,0.0
83,84,10.wav,0,-2666.6711,-143.59879,-53.16549,8.22918,-9.420914,-4.7775965,0.8724994,-0.8109881,-1.0695397,-2.335765,-0.14807302,-0.29224387,-0.49780422,0.18808909,-0.22827229,-0.029930033,-0.5162008,-0.33103317,0.21285568,-0.17317262,1,0.0
84,85,15.wav,0,-2666.8477,-143.70209,-53.265064,8.189836,-9.444029,-4.180541,0.86130166,-0.51728773,-0.6239787,-1.5241423,-0.44903642,-1.1552479,0.21751629,0.15244688,0.35966262,-1.2207743,-0.7115501,0.46430373,-0.12986654,0.6193251,1,0.0
85,86,14.wav,0,-2666.8674,-143.71556,-53.285954,8.177252,-9.463932,-5.1777687,0.9058173,-0.78997386,-1.0474942,-1.5106925,0.0008439846,0.010578054,-1.1794058,-0.1347745,1.660991,1.0948608,-0.029840145,0.12760527,-0.9908484,0.11200109,0,0.0
86,87,14.wav,0,-2666.8674,-143.71556,-53.285954,8.177252,-9.463932,-5.1777687,0.9058173,-0.78997386,-1.0474942,-1.5106925,0.0008439846,0.010578054,-1.1794058,-0.1347745,1.660991,1.0948608,-0.029840145,0.12760527,-0.9908484,0.11200109,0,0.0
87,88,4.wav,0,-2666.8625,-143.7159,-53.28782,8.18063,-9.468283,-4.788354,0.8597217,-0.82466274,-1.2011243,-2.376139,-0.020825423,-0.03954072,-0.80153334,-0.3092216,-0.11442995,-0.33995166,-0.3173547,-0.15531121,0.28285402,0.019021248,0,0.0
88,89,7.wav,0,-2666.3252,-143.26543,-52.634098,8.669838,-9.130146,-5.041115,0.3831091,-0.9742738,-0.6533694,-1.9308984,0.59986615,1.2965761,1.78689,0.6919755,-0.14859621,0.81561404,-0.2467719,0.05717726,0.2858135,-0.08685038,1,0.0
89,90,4.wav,0,-2666.8625,-143.7159,-53.28782,8.18063,-9.468283,-4.788354,0.8597217,-0.82466274,-1.2011243,-2.376139,-0.020825423,-0.03954072,-0.80153334,-0.3092216,-0.11442995,-0.33995166,-0.3173547,-0.15531121,0.28285402,0.019021248,0,0.0
90,91,10.wav,0,-2666.6711,-143.59879,-53.16549,8.22918,-9.420914,-4.7775965,0.8724994,-0.8109881,-1.0695397,-2.335765,-0.14807302,-0.29224387,-0.49780422,0.18808909,-0.22827229,-0.029930033,-0.5162008,-0.33103317,0.21285568,-0.17317262,1,0.0
91,92,11.wav,0,-2665.5942,-142.80446,-52.248817,8.671755,-9.112674,-5.3015327,1.1424499,-0.8720043,-0.48025766,-2.7349083,-0.3875375,-0.4342348,-0.12929474,0.6787182,-0.17314203,0.18563846,0.10157359,-0.10146081,0.11239136,-0.39831573,1,0.0
92,93,21.wav,0,-2666.7231,-143.7241,-53.289223,8.179665,-9.473691,-5.02706,0.85661095,-0.92243105,-1.2473032,-2.6523921,-0.23895861,-0.42749372,-0.66425633,0.0766322,-0.67147934,-0.5015487,0.018616607,0.29777846,-0.14644684,0.9849175,1,0.0
93,94,5.wav,0,-2666.9001,-143.72679,-53.294804,8.183483,-9.484795,-5.503708,0.9922395,-1.0203116,-1.4079881,-3.1585367,-0.0025350607,0.38576397,-0.41910732,-0.5185425,-0.3676181,0.050777767,0.9817731,0.41323048,-0.024370333,-0.3789086,0,0.0
