,Input,Wav filename,flag value,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,Labels
596,597,/content/drive/MyDrive/ReCirCor/training_data/training_data/50160_MV.wav,1,-0.9054392,0.2503213,-0.13758476,-0.065229274,-0.21374877,0.49526215,-0.051217474,0.13172968,0.16127753,-0.12795763,0.07761586,0.042720225,0.069661714,-0.121368535,-0.12283738,-0.040683594,-0.17753929,-0.07852885,-0.07865091,0.029047107,0
801,802,/content/drive/MyDrive/ReCirCor/training_data/training_data/50306_TV.wav,1,-0.45414653,0.124890186,0.10718944,-0.0057588727,0.15008055,-0.08062617,0.036291163,0.045246903,0.11901473,-0.13780764,-0.20855696,-0.01956299,-0.0048589795,0.11005327,0.029614154,0.08343479,-0.029420853,-0.032633957,-0.009184244,-0.12429501,0
822,823,/content/drive/MyDrive/ReCirCor/training_data/training_data/50318_MV.wav,1,-0.18403833,0.061084617,-0.5174718,0.1657659,-0.1833237,0.3335911,0.28969523,-0.10107133,-0.23359519,0.12758079,-0.17731573,-0.03444617,-0.028253546,0.0053029917,-0.0125652775,-0.043893136,-0.09663217,0.05415225,-0.03391031,0.0047644875,0
912,913,/content/drive/MyDrive/ReCirCor/training_data/training_data/50384_TV.wav,1,-0.24622191,0.0404534,0.40005025,-0.023485266,0.11333974,0.0055305795,-0.09711871,-0.009930401,-0.0025091567,-0.07863256,-0.15446799,-0.1186018,-0.08940372,-0.0038623756,-0.036905847,-0.0669734,0.033428077,-0.03927981,-0.02249288,0.031337466,0
590,591,/content/drive/MyDrive/ReCirCor/training_data/training_data/50155_TV.wav,1,-0.7098304,0.2705762,0.41690898,0.13693747,0.027920458,0.46528512,-0.30675587,-0.10037305,0.12419429,-0.3995402,0.028779127,-0.06292323,0.08451116,-0.2256746,0.17053671,-0.1167648,-0.11650922,-0.07595942,-0.066542946,0.22503532,0
163,164,/content/drive/MyDrive/ReCirCor/training_data/training_data/49641_MV.wav,1,0.053265937,-0.10137517,-0.2750614,-0.13932133,0.3616476,-0.09252128,0.04611726,0.10867838,0.12110446,0.091067865,-0.24416083,0.11661616,-0.16919173,0.06730451,-0.046606883,-0.04913469,-0.04084423,0.0612329,-0.04415782,-0.1865877,0
1010,1011,/content/drive/MyDrive/ReCirCor/training_data/training_data/50667_MV.wav,1,-0.24711633,0.023163183,0.35844103,-0.0048789605,0.096432336,-0.113389805,-0.01704069,0.083940454,-0.2602042,0.049567025,-0.15844736,0.017591503,0.37063953,0.023662232,-0.15258756,0.105732046,0.0033475652,0.1604881,0.06593993,0.0055010407,0
798,799,/content/drive/MyDrive/ReCirCor/training_data/training_data/50303_MV.wav,1,0.2443602,-0.2805324,-0.38542017,-0.39780542,-0.31698093,0.14009787,-0.19404578,0.029527992,-0.24593574,0.1994282,-0.066561215,-0.26282483,0.3812239,-0.16390002,-0.026352586,0.07263246,0.10565485,-0.034803905,-0.05864342,-0.13558844,0
345,346,/content/drive/MyDrive/ReCirCor/training_data/training_data/49994_AV.wav,1,0.29867136,-0.15602666,-0.3977378,-0.02164938,0.30534863,-0.22065659,0.038169466,-0.112925045,0.103081316,-0.07635666,-0.014941756,-0.02310039,0.04175637,0.050056353,0.010831759,-0.12061001,0.07862322,-0.04869513,0.049823724,0.07020824,1
244,245,/content/drive/MyDrive/ReCirCor/training_data/training_data/49832_AV.wav,1,0.3631045,-0.108249865,0.49845162,0.22225487,0.24245267,0.34245867,-0.00686058,-0.07107729,-0.3793888,0.19412579,-0.22610761,0.0508024,-0.16419531,0.14181189,-0.03059269,0.112798415,0.04678973,-0.023350164,-0.05986334,0.03269054,0
94,95,/content/drive/MyDrive/ReCirCor/training_data/training_data/45843_PV.wav,1,-0.15396841,-0.024293898,-0.36988392,-0.28086674,-0.41970748,0.22097039,-0.32346752,0.12854356,0.20378841,0.053502895,0.25422856,-0.16564675,-0.32498616,0.02749577,-0.04435054,-0.115720674,0.020343449,-0.022503298,-0.0561898,0.08996762,1
823,824,/content/drive/MyDrive/ReCirCor/training_data/training_data/50319_AV.wav,1,-0.33838922,0.05384588,0.2778695,-0.01769672,-0.24505833,-0.3574955,0.3157881,-0.055580612,0.003355822,-0.021801807,-0.055931866,0.18075688,0.10863634,0.14244974,-0.14344013,-0.02819228,0.0546579,-0.17834935,0.05756942,0.08130517,1
825,826,/content/drive/MyDrive/ReCirCor/training_data/training_data/50319_TV.wav,1,-0.22988208,0.02884215,-0.3597288,-0.07960396,-0.35443124,0.1621802,-0.20292808,0.02506934,0.08414819,0.099260725,0.08500231,0.232872,-0.12468913,-0.09675025,0.1544517,-0.08262234,-0.07697315,-0.0810208,-0.0141932145,0.10042186,1
69,70,/content/drive/MyDrive/ReCirCor/training_data/training_data/39403_AV.wav,1,-0.19165725,0.017773354,0.07513495,0.026832685,-0.12943092,-0.22725411,0.2613445,-0.10120133,-0.14772378,0.08036388,0.048668846,-0.0010720796,0.20817362,0.040708132,-0.01740677,0.0330214,0.12034012,0.056901097,-0.023783237,0.1880903,0
129,130,/content/drive/MyDrive/ReCirCor/training_data/training_data/49577_PV.wav,1,-0.2430085,0.028597388,0.46110478,-0.05708756,-0.07846026,-0.26563588,0.024192868,0.18862079,-0.24454816,0.030523095,-0.30625814,0.15698346,0.10368873,-0.15549041,0.062208045,0.11677505,-0.10883944,0.0184488,-0.08870706,0.036529407,0
784,785,/content/drive/MyDrive/ReCirCor/training_data/training_data/50296_MV.wav,1,-0.46077663,0.10077071,-0.23479886,-0.029364562,0.49146256,0.25643864,-0.16434008,0.07968022,0.061023396,-0.12544897,0.098738335,-0.11139631,0.06354704,-0.1444076,0.17967173,0.0066549545,-0.17624854,-0.08914556,0.15767151,-0.064456284,0
125,126,/content/drive/MyDrive/ReCirCor/training_data/training_data/49574_PV.wav,1,0.07522204,-0.054970823,-0.34066916,-0.038587883,-0.43542048,-0.11158755,0.14830345,-0.027153341,0.1559699,-0.10039873,0.013918195,-0.064114965,-0.06349777,0.019930447,0.04364093,-0.10875187,0.021413427,-0.0039015186,0.014942039,0.20301962,1
839,840,/content/drive/MyDrive/ReCirCor/training_data/training_data/50326_AV.wav,1,0.12731193,-0.09621671,-0.45528618,-0.08118107,-0.40756372,0.05938254,0.14202252,-0.12413911,0.07624387,-0.069341645,-0.17118211,-0.07300902,-0.16966638,0.0018943733,-0.08755196,-0.09389391,0.055035483,0.020221094,0.06038101,-0.028517796,1
664,665,/content/drive/MyDrive/ReCirCor/training_data/training_data/50229_MV.wav,1,-0.097735636,0.039526038,0.120816216,0.089410365,-0.11000856,-0.42913443,-0.056146786,0.07006887,-0.038756944,0.24774158,0.35635296,0.15302667,-0.048365697,0.053521764,-0.010386129,0.023304846,0.11014488,-0.071606874,0.00023748711,-0.036880236,1
949,950,/content/drive/MyDrive/ReCirCor/training_data/training_data/50631_MV.wav,1,0.96052885,-0.44250253,-0.19519319,-0.247906,-0.29256904,0.10113486,-0.29980975,-0.078564316,-0.07837454,-0.03298803,-0.029546564,-0.023098221,-0.09016333,-0.065656886,0.097704984,-0.03231597,-0.08374254,0.06242318,0.0017334704,-0.12542592,0
622,623,/content/drive/MyDrive/ReCirCor/training_data/training_data/50209_AV.wav,1,0.15048711,-0.067501895,-0.25114027,0.1560094,0.35757998,-0.0101009905,0.035083298,-0.24798849,-0.22396782,0.050429367,-0.05859455,3.9502543e-06,0.037112363,-0.13819604,0.12173862,-0.033968292,0.00061228225,-0.040295098,0.11189606,-0.080137745,1
26,27,/content/drive/MyDrive/ReCirCor/training_data/training_data/13918_MV.wav,1,-0.08323911,-0.14315747,-0.4417681,-0.35742483,-0.40974346,-0.027723545,0.0068982295,0.1244272,-0.16269286,0.1985282,-0.005328816,-0.21242827,0.25417906,-0.15381724,-0.12659809,0.080492616,0.14635126,0.13922347,-0.09428399,0.06567158,1
872,873,/content/drive/MyDrive/ReCirCor/training_data/training_data/50342_MV.wav,1,1.5514435,-0.6367023,0.02091132,-0.18934752,-0.030305713,0.14977802,-0.28245574,-0.3089134,-0.12715897,-0.1411402,-0.017282307,0.02179953,0.09715937,-0.009191089,0.109499864,0.117882155,-0.037887298,-0.04791886,0.022664998,-0.07412819,0
82,83,/content/drive/MyDrive/ReCirCor/training_data/training_data/40840_PV.wav,1,0.45129216,-0.343073,-0.57234544,-0.3494809,-0.46265292,-0.1851622,-0.0363425,-0.036188874,-0.17985752,0.20554952,0.11318898,0.008198989,0.28983977,-0.017172623,-0.10667634,-0.06827255,0.051276527,0.023195138,0.01348177,0.050649934,1
262,263,/content/drive/MyDrive/ReCirCor/training_data/training_data/49854_PV.wav,1,-0.3122501,0.068437465,-0.079644084,0.032595675,-0.1973892,0.13804725,-0.010888565,-0.11406041,-0.09194971,0.11770234,0.19159025,-0.19059364,0.2041106,-0.057120495,-0.085122176,0.0247435,0.16596715,-0.0021833533,-0.03488101,0.012914036,0
911,912,/content/drive/MyDrive/ReCirCor/training_data/training_data/50384_PV.wav,1,-0.14709496,0.0028729343,-0.22197041,0.009171148,0.37319574,-0.0432697,0.009539098,-0.061581954,-0.053820994,-0.07850197,-0.24881984,-0.08635845,0.03442721,-0.16137034,0.055736817,-0.06719839,0.026177,0.016777422,-0.05878496,-0.002448816,0
154,155,/content/drive/MyDrive/ReCirCor/training_data/training_data/49630_AV.wav,1,-0.5276452,0.13790376,0.51809955,-0.0039835814,-0.053224374,-0.19009529,0.53203475,-0.08709613,0.067628056,0.054977834,-0.10171436,0.19155091,0.15514117,0.059720017,-0.035432365,0.09143746,0.00057329214,0.018691331,0.0026648373,-0.105275825,1
777,778,/content/drive/MyDrive/ReCirCor/training_data/training_data/50295_AV.wav,1,-0.62341684,0.17308116,-0.22736555,0.023916531,-0.12532212,0.68597865,-0.20128217,-0.014219395,0.036808264,-0.18810257,0.024878131,0.1530119,0.32086647,-0.15556858,-0.026187574,-0.09919734,-0.13333406,-0.053730402,0.05649902,-0.01333213,0
631,632,/content/drive/MyDrive/ReCirCor/training_data/training_data/50213_AV.wav,1,-0.25840738,-0.051672127,-0.39036423,-0.26234522,-0.3676935,-0.012614987,0.09941228,0.008541232,-0.04245984,0.12002315,0.19196476,-0.1856653,0.24024315,-0.123895526,-0.014502863,0.042595446,0.05644016,-0.09412016,-0.17744973,-0.053964958,0
489,490,/content/drive/MyDrive/ReCirCor/training_data/training_data/50092_PV.wav,1,-0.1759322,0.053869527,-0.37699363,0.14790696,-0.24159917,0.08037307,0.3301491,-0.16128936,-0.082802474,0.10497858,0.034192,-0.044399254,-0.08124947,0.113419056,-0.078158624,0.0007173712,0.034564417,0.055621814,0.0057430235,-0.004197716,0
987,988,/content/drive/MyDrive/ReCirCor/training_data/training_data/50656_TV_2.wav,1,0.26526392,-0.20893554,0.6662049,-0.34573814,-0.15051217,-0.14588606,-0.35605142,0.1972217,0.0904491,0.03373091,-0.13237591,-0.15685976,-0.020631153,0.034712955,0.0026328415,-0.09067962,0.06670072,-0.021466317,-0.0061630923,0.012683526,1
752,753,/content/drive/MyDrive/ReCirCor/training_data/training_data/50277_PV.wav,1,-0.1951136,-0.050407633,-0.36554393,-0.22236663,-0.3793404,0.16209877,-0.09388143,0.07079949,0.07921238,0.070931,-0.048127957,0.03410355,-0.08281052,0.09672604,-0.07634982,-0.076347664,-0.01722263,-0.10814718,0.017315941,0.013223558,1
523,524,/content/drive/MyDrive/ReCirCor/training_data/training_data/50113_AV.wav,1,-0.9109888,0.2972843,-0.3521518,0.04680602,-0.21059422,0.6282732,-0.28389528,0.1181404,0.18614693,-0.116400786,-0.001976295,0.98871547,0.30256012,-0.18689099,-0.07544279,-0.13077787,-0.12844348,0.05005156,0.026762232,-0.011557265,0
690,691,/content/drive/MyDrive/ReCirCor/training_data/training_data/50247_AV.wav,1,0.1106149,-0.089744695,0.52443093,-0.06772486,-0.06396077,-0.17158163,0.15974133,0.029583735,0.037224796,0.1294373,0.045175157,0.008167396,-0.038684856,0.14202794,-0.057816736,-0.06302612,-0.059468295,0.012169543,0.0062361876,-0.0834849,0
456,457,/content/drive/MyDrive/ReCirCor/training_data/training_data/50074_AV.wav,1,0.412021,-0.12281002,0.21848927,0.22688644,-0.02209657,-0.2794668,0.26645353,-0.26529032,-0.2950147,-0.07812775,0.07600488,0.08649708,0.17447495,0.119654424,0.12318355,0.026242435,-0.057754494,0.0147846965,0.090669,-0.01225098,0
435,436,/content/drive/MyDrive/ReCirCor/training_data/training_data/50056_TV.wav,1,1.7512106,-0.6608745,-0.07804375,-0.099485435,0.10853092,-0.2901633,-0.017084613,-0.43917847,0.18982859,-0.6202836,0.084095895,0.11931408,0.08452518,-0.15726975,0.03722093,0.03235838,0.028761754,0.0635894,-0.0082057435,-0.08794975,1
221,222,/content/drive/MyDrive/ReCirCor/training_data/training_data/49754_AV.wav,1,0.16184661,-0.18138641,-0.2712738,-0.30946743,0.23491722,-0.2130784,-0.37586564,-0.11741993,0.21957426,-0.15996858,-0.008609341,0.131773,0.05740712,-0.13180667,0.415576,-0.08080937,0.047680553,0.0042790696,-0.090579145,-0.084608965,1
514,515,/content/drive/MyDrive/ReCirCor/training_data/training_data/50105_MV.wav,1,-0.48034602,0.16759448,0.2878467,0.09720053,-0.15320857,-0.3279683,0.20533171,0.08720402,-0.01171178,0.0634888,0.1939958,0.14937223,-0.16645178,0.09883579,0.030897861,0.06367121,-0.13944525,-0.038226727,-0.06306298,0.023245344,0
16,17,17.wav,0,1.7397597,-0.11024445,-0.06060815,1.0644513,-0.04812181,-0.022767495,-0.83215797,0.32936147,-0.1880295,0.47300646,0.30194756,0.07279468,-0.070115104,-0.03284109,0.06326499,0.16147897,-0.16400404,0.19864929,0.0029921501,-0.32611847,1
276,277,/content/drive/MyDrive/ReCirCor/training_data/training_data/49897_PV.wav,1,0.68277025,-0.21180473,-0.5931289,0.23350874,0.37871024,-0.1843294,-0.12427715,-0.22308072,-0.14067955,0.22476047,0.118546106,0.1691092,-0.041084893,0.031991385,-0.059178766,-0.09663178,0.14033197,0.07987553,-0.037063092,-0.0017713127,1
613,614,/content/drive/MyDrive/ReCirCor/training_data/training_data/50174_MV.wav,1,0.48146757,-0.19983244,0.121491805,0.100330286,0.2836332,0.14390996,-0.17232575,-0.16528657,-0.35861707,0.24379638,0.02444666,-0.023974141,0.046961967,0.034088463,0.09827693,0.02735761,-0.13474448,0.029229604,0.065251425,0.098247185,0
463,464,/content/drive/MyDrive/ReCirCor/training_data/training_data/50076_PV.wav,1,0.30902407,-0.19789225,0.58834684,-0.24790888,-0.16156758,-0.2509093,0.22505161,-0.064170435,0.24762696,0.06734013,-0.008312308,0.022674784,0.02712634,-0.10800851,0.027876083,-0.23727827,-0.009150641,-0.046290297,0.104344435,-0.10093492,0
130,131,/content/drive/MyDrive/ReCirCor/training_data/training_data/49577_TV.wav,1,-0.70943296,0.1390552,-0.20879023,-0.21410692,0.44151905,0.14706892,-0.1598859,0.21675846,0.21158168,-0.122888125,0.0578596,-0.37079468,0.09144309,-0.21030277,-0.053428352,0.08508079,-0.09994232,0.07626997,0.06340597,0.040074453,0
549,550,/content/drive/MyDrive/ReCirCor/training_data/training_data/50126_PV.wav,1,-0.37305334,0.06799571,-0.48661476,-0.11563109,-0.43034193,0.03316463,-0.062712476,0.20410822,0.053785928,0.36185274,0.21199979,0.14248739,-0.434095,0.035894033,0.118862964,0.11889734,-0.01189059,0.12478039,0.11825003,0.0141765885,0
14,15,15.wav,0,1.2958612,0.1837584,-0.23512235,1.3031784,-0.32042837,0.08219855,-0.21002065,0.025215764,0.20997384,0.028575785,0.079384975,0.0062509542,-0.22793962,0.051848006,0.3241071,0.03631135,-0.07101026,0.31370118,-0.25300667,-0.22120027,1
181,182,/content/drive/MyDrive/ReCirCor/training_data/training_data/49683_MV.wav,1,0.4479845,-0.21218947,0.432134,-0.08175719,-0.14483991,-0.26792598,-0.09937815,-0.028080706,-0.13464926,-0.11324704,-0.070235565,-0.05207081,-0.016892696,-0.012822652,-0.069178544,-0.079047866,-0.11112636,0.00608342,-0.06441752,0.0061510666,0
526,527,/content/drive/MyDrive/ReCirCor/training_data/training_data/50113_MV.wav,1,-0.5907351,0.18753514,0.005900603,0.026015779,-0.258732,0.10824169,-0.03147816,0.07940967,0.11564703,0.054044064,0.5553854,-0.08962753,-0.20600845,-0.036871213,0.06868997,0.006761995,-0.080654025,-0.037192058,0.0199811,-0.02712196,0
109,110,/content/drive/MyDrive/ReCirCor/training_data/training_data/49561_AV.wav,1,-0.22106396,0.115526296,0.37927634,0.27103096,0.05729851,0.10669256,0.046764877,-0.18899669,-0.21784982,0.041739795,0.20917962,-0.26787907,0.015811192,-0.029563524,-0.028121557,0.023291878,0.07916295,-0.06728474,-0.016626729,0.06616402,0
366,367,/content/drive/MyDrive/ReCirCor/training_data/training_data/50004_MV.wav,1,0.3804361,-0.20569968,0.23293321,-0.08574354,-0.10002563,-0.00664883,-0.19541195,0.07902547,-0.22148867,0.007881472,-0.074103214,0.005467319,0.03622536,0.33114862,0.12363143,0.12238421,-0.0055647725,0.071974315,0.040925503,-0.14245786,0
183,184,/content/drive/MyDrive/ReCirCor/training_data/training_data/49687_PV.wav,1,-0.48021525,0.14998595,0.24140993,0.10271094,0.16088666,0.06385303,-0.0045542456,0.03125097,-0.115861855,-0.05622322,0.053237803,0.03819588,0.098179944,-0.05507248,-0.021682985,0.0083725145,-0.06899615,0.010333717,-0.061400995,-0.004752116,0
206,207,/content/drive/MyDrive/ReCirCor/training_data/training_data/49735_MV.wav,1,0.31840274,-0.21712512,-0.3708352,-0.22017434,0.28577408,-0.1707214,-0.4576624,0.120145306,0.010578757,0.14921542,0.0029955474,0.041331306,-0.11419394,0.004788475,0.04870768,-0.04196351,-0.016412525,0.08702928,-0.10377893,-0.12271509,0
996,997,/content/drive/MyDrive/ReCirCor/training_data/training_data/50658_MV.wav,1,-0.059109304,0.037832733,0.4802899,0.18115187,0.13671598,0.12199692,-0.1367391,-0.09590245,-0.23773752,-0.059747547,-0.3832796,-0.0401788,-0.15338641,0.022941995,0.032247692,-0.022670869,0.03667821,-0.06368588,-0.0014795021,0.017785037,0
1011,1012,/content/drive/MyDrive/ReCirCor/training_data/training_data/50668_AV.wav,1,-0.51824725,0.10338359,-0.13640323,-0.09385971,-0.30644003,0.07843418,-0.030057825,0.15871194,-0.10359944,0.20708182,-0.18759944,0.21508935,-0.079087935,-0.015201573,0.01579876,0.15102941,0.17285456,0.09868071,0.11799811,-0.011897205,0
674,675,/content/drive/MyDrive/ReCirCor/training_data/training_data/50233_PV.wav,1,0.8911928,-0.36644372,-0.30254844,-0.06811784,0.14968078,-0.39362633,0.10236416,-0.28846437,0.23059142,-0.26696074,0.061417885,0.09463483,-0.10108108,-0.100080684,-0.15950315,-0.16695593,0.06250938,0.017824588,-0.034089945,-0.0022569331,1
696,697,/content/drive/MyDrive/ReCirCor/training_data/training_data/50250_AV.wav,1,0.95896184,-0.33425075,0.3853356,0.1725392,0.11097974,0.12801708,-0.022921603,-0.30790195,-0.2520886,0.016990107,-0.069396235,-0.012992421,0.1228423,0.36290178,-0.14194395,0.07379863,0.10587079,-0.029703928,-0.06514541,0.019251587,0
797,798,/content/drive/MyDrive/ReCirCor/training_data/training_data/50303_PV.wav,1,0.2594488,-0.26348728,-0.28241017,-0.4367374,0.26172823,-0.2754728,-0.25875327,0.2269247,-0.09686095,0.1466506,0.070236996,-0.14595528,0.14093094,-0.060233716,-0.09258912,0.041964702,-0.083790295,0.061040647,0.021455567,0.03575543,0
985,986,/content/drive/MyDrive/ReCirCor/training_data/training_data/50656_PV.wav,1,0.36221862,-0.2248302,0.3789047,-0.19817694,-0.015657453,-0.18135592,-0.4587417,0.08122099,-0.12792291,0.04475611,-0.051828235,-0.006528068,-0.1966519,0.05006645,0.07646227,-0.031847782,0.06411198,-0.04531025,-0.0033749966,-0.06578928,1
907,908,/content/drive/MyDrive/ReCirCor/training_data/training_data/50379_PV.wav,1,-0.25047228,0.13854459,-0.059194136,0.34023178,0.33895728,-0.07372421,0.2500573,-0.19277139,-0.16031604,0.11714239,0.09759317,-0.149317,-0.009564765,0.04917881,-0.0788812,0.0682535,0.10082855,0.13332473,0.08219248,-0.038017225,0
5,6,6.wav,0,1.274326,0.3186466,-0.11276593,1.7298214,-0.25082546,-0.47798163,0.096496545,0.091443725,0.37269914,0.2653425,-0.16169894,0.29552063,0.30992806,0.74963444,-0.16341607,-0.27095678,0.3645794,-0.3600426,0.17139623,0.21217409,1
